DOI,std_smiles,std_relation,Standard Value,inchi_key
 10.1021/ml400217r,C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,=,5.7,BPHCFVNOQDUDLE-UHFFFAOYSA-N
 10.1039/C2MD20130E,CC1CN(C(=O)OC2(C(F)(F)F)COC2)CCN1c1ncc(OCc2ccncc2C#N)cn1,=,16.0,GFSWORTTYOAWML-UHFFFAOYSA-N
 10.1021/jm301859s,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,=,0.2,OEVJSSULLRZFHY-UHFFFAOYSA-N
 10.1039/C3MD00156C,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3F)ccc2NC1=O,=,9.0,HMLAPTUUKAUTCP-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.11.034,CNC(=O)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,=,23.0,CWFNNQMBLVACQD-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,NCC(NC(=O)CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)C1CCCCC1,=,0.8,MSOLNCSVZOTSMV-UHFFFAOYSA-N
 10.1039/C2MD20231J,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CN4CCC(O)C4=O)cc3Cl)cc1)CCO2,=,6.4,GIMSFPMDZZBLFX-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.10.138,COc1ccc(-n2cc(-c3ccc4c(c3)C(=O)NCC4)c(N)n2)cc1,=,48.3,ZBIFKWQZJMJWRU-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.11.121,Cn1nnc(-c2c(F)cc(Cl)cc2-c2cnc(CNC(=O)N(O)C3CCC(F)(F)CC3)c(F)c2)n1,=,24.0,RNQBAXJIHWGMKD-UHFFFAOYSA-N
 10.1021/jm070680h,COC(=O)NC(C(=O)NN(CCCC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)Cc1ccc(-c2cccnc2)cc1)C(C)(C)C,<,20.0,IQPCACJONKIPLG-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.12.112,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(OC(F)(F)F)cc4)ncc3c2)ccn1,<,1.0,QYLKLGMZRAJRJK-UHFFFAOYSA-N
 10.1021/ml400146c,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,=,15.9,DFJSJLGUIXFDJP-UHFFFAOYSA-N
 10.1021/jm100978n,CCC(=O)N1CCc2nc(C)n(C3CC4CCC(C3)N4CCC(NC(C)=O)c3ccccc3)c2C1,<,1.0,ILBKALWUNNHXFE-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.014,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c1=O,=,0.2,ZYZXNEQQUVOTPI-UHFFFAOYSA-N
 10.1016/j.bmc.2012.10.049,Cn1nnc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1,=,12.0,USCDVFNXTCISHV-UHFFFAOYSA-N
 10.1021/jm3011349,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1,=,19.0,JFLAZALMCCYJTK-UHFFFAOYSA-N
 10.1021/jm0704447,COc1ccc(CCC2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc1Cl,=,10.0,TYKLQUCQOHKWNT-UHFFFAOYSA-N
 10.1021/jm200497t,O=C(O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,=,32.6,ZLJCOCPMGGSXRR-UHFFFAOYSA-N
 10.1039/C2MD20061A,COc1cc(CN2CCOCC2)ccc1-c1nc2ncc(Cl)c(NC3C4C=CC(C4)C3C(N)=O)c2[nH]1,=,10.8,QXOZRBMOILEYGU-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1cc(F)ccc1Sc1ccc(C(F)(F)F)cc1CSC(=N)N,=,0.1,IFGQXQWCEDKROS-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.08.017,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCN21,=,0.44,OCQGEVFPTYSQCK-UHFFFAOYSA-N
 10.1016/j.bmcl.2015.06.004,CC1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,=,37.3,UJTOQBQDAYTWPS-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)c(Cl)c1,=,1.2,JBKZHGWLYHHCRD-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.021,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,=,0.41,METKIMKYRPQLGS-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)c(F)c1,=,9.0,RQIVVIRLGLYLGN-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.05.035,Cc1c(CN(CCc2ccc(N)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,<,1.0,YKZYBXQFYKHVPD-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.03.093,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,=,13.0,IMFBZKHCNXKKLP-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1ccccc1Sc1ccc(F)cc1CSC(=N)N,=,0.3,PVODIKFSJIQMMH-UHFFFAOYSA-N
 10.1021/jm3011349,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,=,18.0,PEXWMBKSLYMVGI-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.014,CC(C)CCn1nc(-c2ccccc2)c(O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,=,0.019,PQKZAMZNEBXXRF-UHFFFAOYSA-N
 10.1016/j.bmcl.2005.09.037,N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccc(F)cc2F)cc1,=,4.93,VPNXLPFHSPYVQK-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.059,CNC(Cn1c(=O)c(-c2cccc(OCCCCC(=O)O)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,=,1.2,PCOIOMHQQCRCRU-UHFFFAOYSA-N
 10.1021/jm301511h,COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,=,47.0,YVITVABZYDPMHU-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.09.059,CCN(CCO)C(=O)c1cc2cccnn2c1-c1cccc(C(F)(F)F)c1,=,42.0,UCJMDMYGVGENKA-UHFFFAOYSA-N
 10.1039/C3MD00156C,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(Cl)c2NC1=O,=,35.0,FKMUEAUWXYPTIX-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.036,N#Cc1ccnc(OCC2CCCN2C(=O)CC(N)Cc2cc(F)c(F)cc2F)c1,=,41.0,HQWMAFCDWCDARE-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.02.114,c1nc(NCC2CCOC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,=,35.4,ADJWQFUAOONPHD-UHFFFAOYSA-N
 10.1021/jm070680h,COC(=O)NC(C(=O)NN(CCCC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)Cc1ccc(Br)cc1)C(C)(C)C,>,20.0,BUXZHPPMFKNUOP-UHFFFAOYSA-N
 10.1021/jm060157n,CC(C)CC(C=O)NC(=O)C(NS(=O)(=O)c1ccc(F)cc1)C(C)C,=,2.6,WSJWUIDLGZAXID-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,CC(=O)N1CC(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C(C(=O)NO)C1,=,0.2,DIZGMOHGYCJEBO-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.06.010,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,=,40.0,TVUPSIBSWDXJGQ-UHFFFAOYSA-N
 10.1016/j.ejmech.2011.08.021,COCCn1cc(C(=O)Nc2cccc3ccccc23)c2ccccc21,=,27.0,UXUZJUVHUCEQEA-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CC(N(C)C)CC3C(=O)NO)cc2)c2ccccc2n1,=,0.1,LSEJNPTVWWYHHK-UHFFFAOYSA-N
 10.1021/jm300991n,CC1(c2cccc(-c3cccnc3)c2)N=C(N)C(c2ccccc2)=N1,=,46.0,QCKWDUXMUOHHDA-UHFFFAOYSA-N
 10.1039/C2MD20231J,Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)cc1)CCO2,>,10.0,ZLCNDVRYDBVYLO-UHFFFAOYSA-N
 10.1021/ml400526d,O=c1cc(C2CCNC(Cc3ccccc3F)C2)o[nH]1,=,1.8,FWYQTKXQDUQOJT-UHFFFAOYSA-N
 10.1016/j.bmc.2010.12.010,CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccc(C#N)cc1)C(=O)Nc1ccc(C(=O)NCc2ccccc2)c(-c2ccc(C(N)=O)cc2)c1,>,0.5,CHWKBLYJPQGFLA-UHFFFAOYSA-N
 10.1021/jm300991n,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,=,28.0,PHOHQSLNKFJNQU-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,=,1.2,WWDNTQYRTZSERA-UHFFFAOYSA-N
 10.1021/jm300041e,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)c(F)c3)n2CCN1C(=O)CN,=,0.61,ROGAYXJGTZEBOA-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CCN1CCN(c2ccc(Nc3nc4cc(Oc5ccnc(C(=O)NC)c5)ccc4o3)cc2)CC1,=,10.0,ZWGXLMYFYRQJBC-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)CCC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,=,3.64,HPINLBCXKLHCAI-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.06.129,CS(=O)(=O)N(CCN1CCOCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1,=,26.5,XFWNXRYYGPIPLI-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CN(Cc4ccco4)CC3C(=O)NO)cc2)c2ccccc2n1,=,1.1,LBCLZTXMMZKWOQ-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00627,COCCN1CC(=O)Nc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21,=,16.2,LBQBMEVXMVNFHK-UHFFFAOYSA-N
 10.1016/j.ejmech.2006.10.015,O=C(O)CC(c1cccnc1)n1ccc2c(CCc3ccc4c(n3)NCCC4)cccc21,=,2.2,WWUJBWRZVJNABY-UHFFFAOYSA-N
 10.1021/jm100978n,CCC(=O)N1CCc2c(nc(C)n2C2CC3CCC(C2)N3CCC(NC(C)=O)c2cccc(F)c2)C1,=,2.0,WXXISHFEQSMQJE-UHFFFAOYSA-N
 10.1016/j.bmc.2011.10.022,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,=,16.0,YPFZMBHKIVDSNR-UHFFFAOYSA-N
 10.1021/jm050965z,COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1,=,9.0,DWMQJCAMZAGHHZ-UHFFFAOYSA-N
 10.1021/ml3000935,Cc1ccc(-c2cccc(S3(=O)=NC(=O)C(C)N3)c2)cc1,=,66.0,ITZBEQGOAOHOQM-UHFFFAOYSA-N
 10.1021/jm3012273,CC(C)CC(CO)Nc1nc(SC(C)c2ccccc2)nc2[nH]c(=O)sc12,=,20.0,IAGWEZFSRRPOSS-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.02.114,Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,=,18.9,PMDAVRLCSZSLRH-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C(C(OC(=O)N(C)C)C(=O)C12C)C3(C)C,=,3.02,HQLJWDBCLADPDR-UHFFFAOYSA-N
 10.1021/ml400526d,O=c1cc(C2CCNCC2)[nH]o1,=,0.5,OSMZMMPRYUBKJZ-UHFFFAOYSA-N
 10.1039/C2MD20231J,N#Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,=,48.2,HVJQNZKHRZZYHJ-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3sc(Nc4cccc(C(C)(C)C)c4)nc3c2)ccn1,=,10.0,DEMQDHKKFPZYCI-UHFFFAOYSA-N
 10.1021/jm300810x,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,=,1.9,NDAZATDQFDPQBD-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)CCC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,=,7.17,WSUSFQQYPJCTBS-UHFFFAOYSA-N
 10.1021/ml400526d,CC(C)(C)CCC1CC(c2cc(=O)[nH]o2)CCN1,=,4.5,UQUXRYFBAUAUQO-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.03.043,CN(C)CCC(Oc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)c1ccccc1,=,11.3,BUYDDOSUPDRQLT-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.08.114,Cc1ccc(NS(=O)(=O)c2cc3c(cc2F)NC(=O)CC3)cc1Cl,=,6.22,HYOLJEHGMOJMNR-UHFFFAOYSA-N
 10.1039/C2MD20231J,N#Cc1cccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c1Cl,=,54.8,JGWIEHZNLZLGKQ-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C(F)(F)F,=,0.076,PJSGCRCJPIGURW-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.04.001,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1SC,=,0.3,HTLSHVIBVRTDJO-UHFFFAOYSA-N
 10.1021/jm300991n,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,=,19.0,FXVJITQJGQEANW-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,=,2.2,ZJZYPFMFNGDOEQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1c(F)ccc2c1oc1c(CSC(=N)N)c(F)ccc12,=,5.0,MISHERGCFFUFGK-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2[nH]c(-c3ccc(C(F)(F)F)cc3)cc2c1=O,=,1.73,MYIFSHBBEWVKIZ-UHFFFAOYSA-N
 10.1021/ml5005156,CC(C)N1CCN(C(=O)c2ccc(CN3CCOCC3)cc2)CC1,=,22.4,JTBLLBRXTOEAIZ-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,=,3.14,HXHWSAZORRCQMX-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.09.006,Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1,=,26.0,XCPWZMWMURVARY-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00391,Nc1ncnc2c1ncn2C1OC(CNS(=O)(=O)NC(=O)c2ccccc2O)C(O)C1O,=,1.23,CHPCUEVDLWQUFT-UHFFFAOYSA-N
 10.1021/jm300991n,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,=,30.0,GGFQOAKBKNUHNP-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.12.112,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)cnc3c2)ccn1,<,1.0,RMPZMQHKGMSUFK-UHFFFAOYSA-N
 10.1021/jm301296t,Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)NC(C)(C)C(=O)O)CC3)cc2)nc1C(N)=O,=,0.71,YYYRZLLSCPFPOG-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.04.066,CC(C)CCn1c(=O)c(=C2Nc3ccc(N(C)S(C)(=O)=O)cc3S(=O)(=O)N2)c(=O)c2cccn21,=,4.3,YQMBSSQCUDANQK-UHFFFAOYSA-N
 10.1021/jm3005543,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,=,14.6,IOWHNNUEAIMNRP-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cnc(N2CC(NC(=O)NS(=O)(=O)c3ccccc3)C2)c(Cl)c1,=,3.9,UBLUZXPVNMESOL-UHFFFAOYSA-N
 10.1021/jm301187e,COc1ccccc1-n1c(-c2ccccc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,=,32.3,RCJPZVKYTXAIBI-UHFFFAOYSA-N
 10.1021/jm300967g,c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNCC6)c5)nc43)cc2c1,=,1.12,IFAQDDNLMPFIAG-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2[nH]ccc2c1=O,=,0.64,IKBHLSXOWMBCEJ-UHFFFAOYSA-N
 10.1016/j.bmc.2010.12.010,CC(C)CC(NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(=O)c1ccc(C#N)cc1)C(=O)Nc1ccc(C(=O)NCc2ccccc2)c(-c2ccc(C(N)=O)cc2)c1,<,0.5,JMEKYOKPXWRIOH-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.076,N#Cc1cccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)c1,=,4.0,YKDPKVFUKKJFFE-UHFFFAOYSA-N
 10.1021/jm500432n,COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)C(OC)C3)c2c1,=,11.7,OHIOJSPSCYOMGV-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1cc(F)ccc1Oc1cc(Cl)ccc1CSC(=N)N,=,0.2,VLGRWMXJHXFKOE-UHFFFAOYSA-N
 10.1016/j.bmcl.2015.06.018,Cc1ccc(-c2noc(COc3ccc(CCC(=O)O)cc3)n2)cc1,=,27.3,TXJLEBKEZJIHEF-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Oc5ccccc5)cc4)nc3c2)ccn1,=,10.0,VYXMPMYLFYWYHS-UHFFFAOYSA-N
 10.1021/jm300991n,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,=,27.0,TWHSRVVFCICXII-UHFFFAOYSA-N
 10.1021/jm3011349,COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,=,13.0,KQMBMKYLPGWKDZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.01.109,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,=,12.0,SGTNSNPWRIOYBX-UHFFFAOYSA-N
 10.1016/j.bmcl.2015.06.018,Cc1oc(-c2ccccc2)nc1COc1ccc(CCC(=O)O)cc1,=,15.2,BVILYIQBHXIHEN-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.04.081,CC(Cc1cccc(CC(=O)NCc2ccc(Cl)c(Cl)c2)c1)NCC(O)c1ccc(O)c(CO)c1,=,1.0,AOJZKEWJJYTGIX-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.04.004,O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)c(C(F)(F)F)c3)c(=O)c2c1,=,42.4,IDYGCGYCHOUWQB-UHFFFAOYSA-N
 10.1021/ml3000963,CC(Oc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC(=O)CC(=O)C1,=,24.1,FVEVQUBFQXFSNY-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.04.005,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(C3=CCCC3)nn(CCC3CC3)c1=O)N2,=,0.59,CLCXAYCXXFZWQG-UHFFFAOYSA-N
 10.1039/C2MD20231J,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CN,=,0.2,UVOBYROMONSXFN-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.08.054,CC1Cc2cc(C(=O)CSc3ccc4c(c3)OCCO4)ccc2N1S(C)(=O)=O,=,3.68,WBWXTEFUXDVTDK-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CCC(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)nc1C,=,19.0,KVFVNZJNEHTWDB-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,=,28.0,HRSBVCJITWRGQF-UHFFFAOYSA-N
 10.1039/C3MD00156C,CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(C#N)c2NC1=O,=,3.0,CDCCCFITULCZBC-UHFFFAOYSA-N
 10.1021/jm301511h,COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCCCC2)n1,=,0.19,LYYMDSUUZZBFPN-UHFFFAOYSA-N
 10.1021/jm201620t,COC(=O)NC(C(=O)NN(CCC1(Cc2ccccc2)C(=O)N(C2c3ccccc3CC2O)CC1O)Cc1ccc(-c2cccnc2)cc1)C(C)(C)C,=,5.1,YCLSTHVGDNJGRF-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(Nc1ccc(Cl)cc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,2.0,ROYPFGQMSMXLRB-UHFFFAOYSA-N
 10.1021/np300009w,CC1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1C,=,3.2,YIMHGPSYDOGBPI-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.04.001,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)C(C)c3ccccc3)CC2)nc1C,=,1.0,NYKDGMAQHBPJEP-UHFFFAOYSA-N
 10.1021/ml400257h,C=CCCCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)(CCCC=C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1cnc[nH]1)C(C)C)C(C)O)C(C)O)C(=O)NC(C)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCCCN)C(=O)O)C(C)CC)C(C)C,<,0.1,XDRXREAVYIGBRF-UHFFFAOYSA-N
 10.1021/np400674t,C=C1CCC=C(C(=O)O)CC(O)C2C1CC2(C)C,=,4.07,LMJMJHGFJXZGDE-UHFFFAOYSA-N
 10.1021/jm201620t,COC(=O)NC(C(=O)NN(CCCC1(Cc2ccccc2)C(=O)N(C2c3ccccc3CC2O)CC1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C,=,3.4,JWEOYXHKHMATFT-UHFFFAOYSA-N
 10.1021/jm300967g,CC(C)(O)Cn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,=,34.5,HTPDWACPZMDRRQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.04.128,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,=,13.0,UCMNIYFDRVBMFV-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,COc1ccc(Sc2ccc(F)cc2CSC(=N)N)c(CSC(=N)N)c1,=,2.4,MZGWPZUKSRDPSD-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,=,39.25,NDGCUMRRSSZHCL-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.01.124,CC(=O)N1CCN(c2nc(NCc3cc4ccccc4cn3)c3c(n2)C(=O)N(C(C)C)C3)CC1,=,0.6,KDIZLZUNMOJKHK-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.03.097,O=C1Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(cc32)C(=O)NS(=O)(=O)CC=CCCN1,<,1.0,RRJASEKAQIQCPY-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.04.005,CC(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,=,0.58,AZUZVBMJZJMIEH-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.10.004,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,=,10.0,FMBMILUSWDVMGF-UHFFFAOYSA-N
