Standard Relation,Standard Type,Standard Units,Standard Value,canonical_smiles,DOI
=,Papp,ucm/s,16.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC(=NC=C4)C(F)(F)F)C5=CN=CC(=C5)C#N, 10.1021/jm3009025
=,Papp,ucm/s,21.0,COC1=NC=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,23.0,CC1=CC(=CC(=C1OC)C#N)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,0.9,CC1=C(C2=C(N1CC3=CC=C(C=C3)S(=O)(=O)C)N=CC=C2)CC(=O)O, 10.1016/j.bmc.2013.08.025
=,Papp,10^-6 cm/s,2.98,C1=CC=C(C=C1)C=CCC(C(=O)O)NC(=O)C2=CC3=CC=CC=C3C=C2, 10.1016/j.bmcl.2010.02.033
=,Papp,10'-6 cm/s,0.3,CNC(=O)C1=CC=C(C=C1)C(C2=NN=NN2CC3=CC=CC=C3)N4CCCN(CC4)C5CCC5, 10.1016/j.bmcl.2010.07.009
=,Papp,10'-6 cm/s,0.9,CS(=O)(=O)C1=CC=C(C=C1)C(C2=NN=NN2CC3=CC=CC=C3)N4CCCN(CC4)C5CCC5, 10.1016/j.bmcl.2010.07.009
=,Papp,10'-6 cm/s,0.8,CN1CCN(CC1)CC2=CC=C(C=C2)C(C3=NN=NN3CC4=CC=CC=C4)N5CCCN(CC5)C6CCC6, 10.1016/j.bmcl.2010.07.009
=,Papp,10'-6 cm/s,104.0,C1CC(C1)N2CCCN(CC2)C(C3=CC=C(C=C3)N4C=NC=N4)C5=NN=NN5CC6=CC=CC=C6, 10.1016/j.bmcl.2010.07.009
=,Papp,10'-6 cm/s,0.5,C1CC(C1)N2CCCN(CC2)C(C3=CC=C(C=C3)CN4C=NC=N4)C5=NN=NN5CC6=CC=CC=C6, 10.1016/j.bmcl.2010.07.009
=,Papp,10'-6 cm/s,41.0,C1CC(C1)N2CCCN(CC2)C(C3=CC4=C(C=C3)OC=C4)C5=NN=NN5CC6=CC=CC=C6, 10.1016/j.bmcl.2010.07.009
=,Papp,10^6cm/s,6.3,COC1=CC=CC2=C(C=CC=C21)CCCN3CCN(CC3)C4CCCCC4, 10.1016/j.bmcl.2008.01.109
=,Papp,10^-6 cm/s,12.0,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC, 10.1016/j.bmcl.2008.01.109
=,Papp,ucm/s,36.7,C1=C(C=C(C=C1Cl)Cl)OCC2=CC(=O)NN2, 10.1021/jm2014277
=,Papp,ucm/s,43.0,C1=CC(=CC=C1OCC2=CC(=O)NN2)Cl, 10.1021/jm2014277
=,Papp,ucm/s,27.0,C1=C(C=C(C=C1Cl)Cl)S(=O)(=O)CC2=CC(=O)NN2, 10.1021/jm2014277
=,Papp,ucm/s,31.7,C1CCN(CC1)C(=O)N2CC(C2)OC(C3=CC=C(C=C3)Cl)C4=C(N=CC=C4)Cl, 10.1016/j.bmcl.2011.12.032
=,Papp,ucm/s,9.1,COC1=NC2=C(C=C1)OCC23C4=CC=CC=C4N(C3=O)CC5=CC=C(O5)C(F)(F)F, 10.1007/s00044-012-0180-1
=,Papp,ucm/s,0.09,CC(C)CC1C(=O)N2CCCC2C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N1)CCCCN)C)CC(C)C)C)CC(C)C)CC3=CC=C(C=C3)O)C, 10.1039/c2md20203d
=,Papp,ucm/s,0.36,CC(C)CC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)CC(=O)O)C)CC(C)C)C, 10.1039/c2md20203d
=,Papp,ucm/s,4.85,CC(C)CC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)CC(C)C)C)CC(C)C)C, 10.1039/c2md20203d
=,Papp,ucm/s,3.3,CC(C)CC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)CO)C)CC(C)C)C, 10.1039/c2md20203d
<,Papp,ucm/s,1.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC3=C(N2C)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)OC(F)(F)F, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CC(C)(C)C1=CC(=CC=C1)NC2=CN=C3C=C(C=CC3=N2)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=CC=C4Br, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC(=CC=C4)Cl, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)Br, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)C5=CN=CC=C5, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC3=C(C=C2)C=C(C=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC(=CC=C4)OC(F)(F)F, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CC(C)C1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)OC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC(=CC=C4)Br, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)C(F)(F)F, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=CC=C4OC5=CC=CC=C5, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC=C3C=C(C=CC3=N2)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=CC(=C4)C(F)(F)F, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,C1=CC(=CC=C1NC2=NC=C3C=C(C=CC3=N2)OC4=CC(=NC=C4)C(=O)NCCO)Br, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=CC=C4, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)F, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CCC1=CC=CC=C1NC2=NC=C3C=C(C=CC3=N2)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=CN=C(N=C3C=C2)NC4=CC=C(C=C4)OC5=CC=CC=C5, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,C1CCN(CC1)CCNC(=O)C2=NC=CC(=C2)OC3=CC4=CN=C(N=C4C=C3)NC5=CC=C(C=C5)Br, 10.1016/j.bmcl.2011.12.112
<,Papp,ucm/s,1.0,CC(C)C1=CC(=CC=C1)NC2=NC=C3C=C(C=CC3=N2)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.12.112
=,Papp,ucm/s,0.05,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O, 10.1016/j.ejmech.2015.06.031
=,Papp,ucm/s,27.0,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O, 10.1016/j.ejmech.2015.06.031
=,Papp,ucm/s,0.23,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C, 10.1016/j.ejmech.2015.06.031
=,Papp,ucm/s,0.0,[C-]#[N+]C1=CC=CC=C1C=CC2=CC=CC=C2, 10.1016/j.ejmech.2015.06.031
=,Papp,10^-6 cm/s,1.66,CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC3C2C4C(C4(C)C)CCC3(C)O)C, 10.1016/j.bmcl.2006.11.021
=,Papp,10^-6 cm/s,2.29,CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC3C2C4C(C4(C)C)CCC3(C)O)C, 10.1016/j.bmcl.2006.11.021
=,Papp,10^-6 cm/s,7.4,CC1=CC(=O)C2=C(C=C(C=C2O1)OC3C(C(C(C(O3)COC(=O)C4=CCC(CC4)C(C)(C)O)O)O)O)O, 10.1016/j.bmcl.2006.11.021
=,Papp,10'-6 cm/s,1.51,CCCCN1C(=O)C(NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=CC=C4)CC(C)C.Cl, 10.1016/j.bmc.2010.05.057
=,Papp,10'-6 cm/s,0.15,, 10.1016/j.bmc.2010.05.057
=,Papp,10'-6 cm/s,0.33,CCCCN1C(=O)C(NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)O)CC5CCCCC5.Cl, 10.1016/j.bmc.2010.05.057
=,Papp,10'-6 cm/s,3.51,CCCCN1C(=O)C(NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)NC)CC5CCCCC5.Cl, 10.1016/j.bmc.2010.05.057
=,Papp,10'-6 cm/s,11.0,CCCCN1C(=O)C(NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)CC5CCCCC5.Cl, 10.1016/j.bmc.2010.05.057
=,Papp,ucm/s,4.36,CC1=CC2=C(N1)N=C(N(C2=O)CC3=CC=CC=C3C#N)N4CCCC(C4)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,2.5,CN1C2=C(C(=C1Br)Br)C(=O)N(C(=N2)N3CCCC(C3)N)CC4=CC=CC=C4C#N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,4.13,C1CC(CN(C1)C2=NC3=C(C(=O)N2CC4=CC=CC=C4C#N)NC=C3C5=CC=NC=C5)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,1.86,C1CC(CN(C1)C2=NC3=C(C(=O)N2CC4=CC=CC=C4C#N)NC=C3C5=CSC=C5)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,5.48,C1CC(CN(C1)C2=NC3=C(C=C(N3)Br)C(=O)N2CC4=CC=CC=C4C#N)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,0.3,C1CC(CN(C1)C2=NC3=C(C(=O)N2CC4=CC=CC=C4C#N)NC=C3C5=CN=CC=C5)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,3.44,C1CC(CN(C1)C2=NC3=C(C(=O)N2CC4=CC=CC=C4C#N)NC=C3)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,1.84,CN1C=CC2=C1N=C(N(C2=O)CC3=CC=CC=C3C#N)N4CCCC(C4)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,2.55,C1CC(CN(C1)C2=NC3=C(C=C(N3)C4=CN=CC=C4)C(=O)N2CC5=CC=CC=C5C#N)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,1.73,C1CC(CN(C1)C2=NC3=C(C=C(N3)C4=CC=C(C=C4)C(F)(F)F)C(=O)N2CC5=CC=CC=C5C#N)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,0.64,C1CC(CN(C1)C2=NC3=C(C=CN3)C(=O)N2CC4=CC=CC=C4C#N)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,0.59,C1CC(CN(C1)C2=NC3=C(C=C(N3)C4=CC=C(C=C4)F)C(=O)N2CC5=CC=CC=C5C#N)N, 10.1016/j.ejmech.2012.03.015
=,Papp,ucm/s,2.81,C1CC(CN(C1)C2=NC3=C(C(=O)N2CC4=CC=CC=C4C#N)NC=C3Br)N, 10.1016/j.ejmech.2012.03.015
>,Papp,10'-6 cm/s,0.5,CC(C)CC(C(=O)NC1=CC(=C(C=C1)C(=O)NCC2=CC=CC=C2)C3=CC=C(C=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C5=CC=C(C=C5)C#N, 10.1016/j.bmc.2010.12.010
>,Papp,10'-6 cm/s,0.5,CC(C)CC(C(=O)NC1=CC(=CC(=C1)C(=O)NCC2=CC=CC=C2)C3=CC=C(C=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C5=CC=C(C=C5)C#N, 10.1016/j.bmc.2010.12.010
<,Papp,10'6cm/s,0.5,CC(C)CC(C(=O)NC1=CC(=CC(=C1)C(=O)NCC2=CC=CC=C2)C3=CC=C(C=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OP(=O)(O)O)NC(=O)C5=CC=C(C=C5)C#N, 10.1016/j.bmc.2010.12.010
<,Papp,10'-6 cm/s,0.5,CC(C)CC(C(=O)NC1=CC(=C(C=C1)C(=O)NCC2=CC=CC=C2)C3=CC=C(C=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OP(=O)(O)O)NC(=O)C5=CC=C(C=C5)C#N, 10.1016/j.bmc.2010.12.010
=,Papp,10'-6 cm/s,5.3,CC1=C(C(=NO1)C)CCC2CCN(CC2)S(=O)(=O)CC(C)(CC(C)C3=NC=C(C=N3)F)N(C=O)O, 10.1016/j.bmcl.2011.04.028
=,Papp,10'-6 cm/s,8.3,CC1=C(C(=NO1)C)CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(C=O)O, 10.1016/j.bmcl.2011.04.028
=,Papp,10'-6 cm/s,5.41,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4=CC(=CC=C4)F)NC(=O)C5CCC(CC5)(F)F, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,12.6,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC(=CC=C5)F, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,12.4,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)S(=O)(=O)C5CCCC5)C6=CC=CC=C6, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,18.1,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5)C)C#N, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,10.2,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5, 10.1016/j.bmcl.2010.08.118
=,Papp,ucm/s,1.0,CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)C, 10.1016/j.bmcl.2014.04.001
=,Papp,ucm/s,2.0,CCCC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)C3(CC3)C4=CC=CC=C4)SC, 10.1016/j.bmcl.2014.04.001
=,Papp,ucm/s,0.3,CCCC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)SC, 10.1016/j.bmcl.2014.04.001
<,Papp,ucm/s,0.1,CCCC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)CF, 10.1016/j.bmcl.2014.04.001
<,Papp,ucm/s,0.1,CCCC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)C(F)F, 10.1016/j.bmcl.2014.04.001
=,Papp,ucm/s,1.2,CCCC1=C(C=C(C(=N1)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)C#N)C(=O)CCC, 10.1016/j.bmcl.2014.04.001
=,Papp,ucm/s,0.32,CCCC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)C, 10.1016/j.bmcl.2014.04.001
=,Papp,10'-6 cm/s,40.1,CC(C)OC1=CC=CC(=C1)C2=NC(=NC=C2)N3CCC(CC3)C(=O)N, 10.1021/jm200497t
=,Papp,10'-6 cm/s,1.6,CSC1=CC=C(C=C1)C2=CN=C(S2)N3CCC(CC3)C(=O)N, 10.1021/jm200497t
=,Papp,10'-6 cm/s,30.7,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Br, 10.1021/jm200497t
=,Papp,10'-6 cm/s,21.2,C1COC2=C(C=C(C=C2)C3=NN=C(S3)N4CCC(CC4)C(=O)N)OC1, 10.1021/jm200497t
=,Papp,10'-6 cm/s,33.8,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)O)OC1, 10.1021/jm200497t
=,Papp,10'-6 cm/s,32.6,C1CN(CCC1C(=O)O)C2=NC(=CS2)C3=CC=C(C=C3)Br, 10.1021/jm200497t
=,Papp,10'-6 cm/s,6.1,CC(C)OC1=CC=CC(=C1)C2=CN=C(S2)N3CCC(CC3)C(=O)N, 10.1021/jm200497t
=,Papp,10'-6 cm/s,13.1,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)N)OC1, 10.1021/jm200497t
=,Papp,ucm/s,0.2,CS(=O)(=O)C1(CCNCC1)C2=CC(=NC(=N2)C3=C4C=CNC4=CC=C3)N5CCOCC5, 10.1021/jm301859s
=,Papp,ucm/s,23.0,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C)C4=C5C=CNC5=CC=C4, 10.1021/jm301859s
=,Papp,ucm/s,16.0,CC(C)(C1=CC(=NC(=N1)C2=C3C=CNC3=CC=C2)N4CCOCC4)S(=O)(=O)C, 10.1021/jm301859s
=,Papp,ucm/s,28.0,CS(=O)(=O)C1(CCOCC1)C2=CC(=NC(=N2)C3=C4C=CNC4=CC=C3)N5CCOCC5, 10.1021/jm301859s
=,Papp,ucm/s,21.0,CS(=O)(=O)C1(CC1)C2=CC(=NC(=N2)C3=C4C=CNC4=CC=C3)N5CCOCC5, 10.1021/jm301859s
=,Papp,10'-6 cm/s,1.7,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO, 10.1021/jm2003552
=,Papp,10'-6 cm/s,3.01,C1CCN(C1)CCN2C3=C(C=C(C=C3)C=CC(=O)NO)N=C2CCC4=CC=CC=C4.Cl, 10.1021/jm2003552
=,Papp,10'-6 cm/s,3.01,C1CCN(C1)CCN2C3=C(C=C(C=C3)C=CC(=O)NO)N=C2CCC4=CC=CC=C4, 10.1021/jm2003552
=,Papp,10'-6 cm/s,7.04,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO.Cl.Cl, 10.1021/jm2003552
=,Papp,10'-6 cm/s,9.59,CCCCCCC1=NC2=C(N1CCN(C)C)C=CC(=C2)C=CC(=O)NO.Cl.Cl, 10.1021/jm2003552
=,Papp,10'-6 cm/s,0.97,CCCCCCC1=NC2=C(N1CCNCC)C=CC(=C2)C=CC(=O)NO.Cl.Cl, 10.1021/jm2003552
=,Papp,10'-6 cm/s,19.4,CC(C)(C)CC1=NC2=C(N1CC(C)(C)CN(C)C)C=CC(=C2)C=CC(=O)NO.Cl.Cl, 10.1021/jm2003552
=,Papp,ucm/s,1.4,CCN(C1CCN(CC1)CCC(C2CCN(CC2)S(=O)(=O)C)C3=CC(=CC(=C3)F)F)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C, 10.1016/j.bmcl.2011.12.117
=,Papp,ucm/s,5.3,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,4.4,CC(C)(C)C(C(=O)NN(CCCC1(C(CN(C1=O)C2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)CC5=CC=C(C=C5)C6=CN=CC=C6)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,3.4,CC(C)(C)C(C(=O)NN(CCCC1(C(CN(C1=O)C2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)CC5=CC=C(C=C5)C6=CC=CC=N6)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,17.0,CC(C)(C)C(C(=O)NN(CCC1(C(CN(C1=O)C2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)CC5=CC=C(C=C5)Br)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,5.1,CC(C)(C)C(C(=O)NN(CCC1(C(CN(C1=O)C2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)CC5=CC=C(C=C5)C6=CN=CC=C6)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,3.8,CC(C)(C)C(C(=O)NN(CCC1(C(CN(C1=O)C2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)CC5=CC=C(C=C5)C6=CN=CC=C6)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,22.0,CC(C)(C)C(C(=O)NN(CCCC1(C(CN(C1=O)C2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)CC5=CC=C(C=C5)Br)NC(=O)OC, 10.1021/jm201620t
=,Papp,ucm/s,0.7,CCN(C1CCN(CC1)CCC(C2CCN(CC2)S(=O)(=O)C)C3=CC(=CC(=C3)F)F)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C, 10.1016/j.bmcl.2011.12.117
=,Papp,10'-6 cm/s,0.04,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)Cl)C(=O)NC(CC4=CC(=C(C=C4)F)Br)C(=O)O, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.1,C1=CC2=NC=CN=C2C(=C1)S(=O)(=O)NC3=CC(=C(C=C3C(=O)NC(CC4=CC(=C(C=C4)F)Br)C(=O)O)Cl)Cl, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.02,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=CC(=C(C=C3C(=O)NC(CC4=CC(=C(C=C4)F)Br)C(=O)O)Cl)Cl, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.04,C1=CC2=NC=CN=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)Cl)C(=O)NC(CC4=CC(=C(C=C4)F)Br)C(=O)O, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.05,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)Br)C(=O)NC(CC4=CC(=C(C=C4)F)Br)C(=O)O, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.03,C1=CC2=NC=CN=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)Br)C(=O)NC(CC4=CC(=C(C=C4)F)Br)C(=O)O, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.1,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)Br)C(=O)NC(CC4=CC(=C(C=C4)Cl)Br)C(=O)O, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,0.1,C1=CC2=NC=CN=C2C(=C1)S(=O)(=O)NC3=C(C=CC(=C3)Br)C(=O)NC(CC4=CC(=C(C=C4)Cl)Br)C(=O)O, 10.1016/j.bmcl.2009.09.065
=,Papp,10'-6 cm/s,7.5,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, 10.1021/jm8016317
