std_smiles,std_relation,VDss (L/kg),inchi_key
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,=,0.23,BOEGTKLJZSQCCD-UEKVPHQBSA-N
CNCCCC12CCC(c3ccccc31)c1ccccc12,=,45.0,QSLMDECMDJKHMQ-UHFFFAOYSA-N
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,=,8.3,XBMIVRRWGCYBTQ-AVRDEDQJSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,=,8.4,SVJMLYUFVDMUHP-MGBGTMOVSA-N
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,=,0.13,DKYWVDODHFEZIM-UHFFFAOYSA-N
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,=,14.0,DKMFBWQBDIGMHM-UHFFFAOYSA-N
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,=,0.55,MPBVHIBUJCELCL-UHFFFAOYSA-N
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,=,3.1,HBNPJJILLOYFJU-VMPREFPWSA-N
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,=,0.75,RFHAOTPXVQNOHP-UHFFFAOYSA-N
[2H]C1([2H])N(C2CCN(C(=O)Oc3ccc4nc5c(c(CC)c4c3)Cn3c-5cc4c(c3=O)COC(=O)C4(O)CC)CC2)C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],=,3.5,UWKQSNNFCGGAFS-KPVZPXKXSA-N
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,=,0.22,DCOPUUMXTXDBNB-UHFFFAOYSA-N
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,=,2.2,PJWPNDMDCLXCOM-UHFFFAOYSA-N
N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)C(Cc1ccccc1)CN2Cc1cnc[nH]1,=,0.84,OLCWFLWEHWLBTO-UHFFFAOYSA-N
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,=,0.19,GPRBEKHLDVQUJE-QMTHXVAHSA-N
CCCCC/C=C/CCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(c(Cl)c4)O3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)OC)NC2=O)OC(CO)C(O)C1O,=,1.5,LCTCUBQFWLTHNS-MDZDMXLPSA-N
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,=,3.3,RKUNBYITZUJHSG-SPUOUPEWSA-N
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,=,4.8,SGUAFYQXFOLMHL-FZKQIMNGSA-N
c1ccc2c(c1)OCC(C1=NCCN1)O2,=,3.3,HPMRFMKYPGXPEP-UHFFFAOYSA-N
CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(C)=O)C(C)(C)C,=,1.1,VUMMRHDUGBAWSA-CHWSQXEVSA-N
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,=,0.25,BUCORZSTKDOEKQ-UHFFFAOYSA-O
C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,=,2.6,JVLBPIPGETUEET-GAAHOAFPSA-O
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,=,22.0,WIKYUJGCLQQFNW-UHFFFAOYSA-N
CC(=O)Oc1ccccc1C(=O)O,=,0.22,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,=,1.3,XSVMFMHYUFZWBK-NSHDSACASA-N
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,=,1.2,OPXLLQIJSORQAM-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,=,3.2,TTWJBBZEZQICBI-UHFFFAOYSA-N
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,=,1.0,AAOVKJBEBIDNHE-UHFFFAOYSA-N
Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,=,0.16,OLVCFLKTBJRLHI-UHFFFAOYSA-M
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,=,0.64,DXPOSRCHIDYWHW-UHFFFAOYSA-N
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,=,0.12,ZZUFCTLCJUWOSV-UHFFFAOYSA-N
CC(C)(C)CCCCCCCCN,=,0.32,YZHGXHWIBUSYOW-UHFFFAOYSA-N
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,=,0.13,SRZNHPXWXCNNDU-RHBCBLIFSA-N
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C)C4=O,=,9.3,ATEBXHFBFRCZMA-GKADUICLSA-N
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,=,2.4,VHYCDWMUTMEGQY-UHFFFAOYSA-N
O=C(OC1CC2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,=,2.0,UKTAZPQNNNJVKR-DBBXXEFVSA-N
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,=,0.54,VAPSMQAHNAZRKC-PQWRYPMOSA-N
O=C[C@H](O)CO,=,2.7,MNQZXJOMYWMBOU-VKHMYHEASA-N
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,=,2.2,JWHAUXFOSRPERK-UHFFFAOYSA-N
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,=,0.24,SUBDBMMJDZJVOS-UHFFFAOYSA-N
CN(C)[C@@H]1C(O)=C(C(N)=O)C[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)[C@@H]12,=,1.7,MIPLPHCHOSAKNB-DTNUDMNXSA-N
NCCC(O)(P(=O)(O)O)P(=O)(O)O,=,1.8,WRUUGTRCQOWXEG-UHFFFAOYSA-N
Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4ccc5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c5c4)n(C)c3)n(C)c2)cc1C(=O)Nc1cc(C(=O)Nc2ccc3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c3c2)n(C)c1,=,0.27,WQHXQLSSMJYNOJ-UHFFFAOYSA-J
CS(=O)(=O)OCCCCOS(C)(=O)=O,=,0.55,COVZYZSDYWQREU-UHFFFAOYSA-N
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)C[C@H](O)CC(=O)O,=,1.7,BPRHUIZQVSMCRT-RUEVOVDXSA-N
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,=,0.18,YNZXWQJZEDLQEG-UHFFFAOYSA-N
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,=,0.77,NOYPYLRCIDNJJB-UHFFFAOYSA-N
CC(=O)Nc1ccc(O)cc1,=,1.0,RZVAJINKPMORJF-UHFFFAOYSA-N
N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,=,0.5,QAWIHIJWNYOLBE-OKKQSCSOSA-N
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,=,1.1,UYXAWHWODHRRMR-UHFFFAOYSA-N
N=C1NC(=O)/C(=C/c2ccnc3ccccc23)S1,=,1.1,MBHBIJDGRZJPJU-XFFZJAGNSA-N
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,=,1.6,ANZXOIAKUNOVQU-UHFFFAOYSA-N
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,=,45.0,GPKJTRJOBQGKQK-MRXNPFEDSA-N
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,=,2.1,MYSWGUAQZAJSOK-UHFFFAOYSA-N
O=C([O-])C1(C(=O)[O-])CCC1,=,0.26,CCQPAEQGAVNNIA-UHFFFAOYSA-L
[2H]C([2H])([2H])C(=O)NC1C(N)CC(C(=O)O)=CC1OC(CC)CC,=,0.37,NENPYTRHICXVCS-HPRDVNIFSA-N
O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,=,11.0,KOHIRBRYDXPAMZ-YHBROIRLSA-N
O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)cc4OC(c4ccc(O)c(O)c4)C3OC(=O)c3cc(O)c(O)c(O)c3)c2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,=,0.75,KTLUHRSHFRODPS-UHFFFAOYSA-N
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,=,9.4,GGCSSNBKKAUURC-UHFFFAOYSA-N
CCCC1OC2(C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)C2C(=O)CO)O1,=,3.9,NTNHWEIEPRBHMJ-WYXCECBBSA-N
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,=,3.0,SECKRCOLJRRGGV-UHFFFAOYSA-N
O=C(CCCCCCC(=O)Nc1ccccc1)NO,=,0.5,WAEXFXRVDQXREF-UHFFFAOYSA-N
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,=,0.33,CEAZRRDELHUEMR-URQXQFDESA-N
Cc1ncc([N+](=O)[O-])n1C(C)O,=,0.4,VUANVTIMGVANQP-UHFFFAOYSA-N
O=C(O)C1=C/C(=N\Nc2ccc(O)c(C(=O)O)c2)C=CC1=O,=,0.07,ULGVHUUBIHTFAM-PXNMLYILSA-N
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,=,0.83,SGOIRFVFHAKUTI-ZCFIWIBFSA-N
COCC(=O)Nc1c(I)c(C(N)=O)c(I)c(C(=O)NCC(O)CO)c1I,=,0.22,LRDUZSWGOGRJCK-UHFFFAOYSA-N
O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,=,0.21,YGYBFMRFXNDIPO-QGZVFWFLSA-N
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,=,1.7,SSEBTPPFLLCUMN-UHFFFAOYSA-N
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,=,3.1,NICJCIQSJJKZAH-AWEZNQCLSA-N
[2H]C([2H])([2H])n1nc(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)c2ccccc21,=,3.7,MFWNKCLOYSRHCJ-JQHPXDLNSA-N
CC1(C)O[C@@H]2CC3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)C2(C(=O)CO)O1,=,1.4,YNDXUCZADRHECN-ISLBBTSASA-N
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,=,0.37,NPGNOVNWUSPMDP-LRKSUFLFSA-N
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,=,0.12,REFJWTPEDVJJIY-UHFFFAOYSA-N
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,=,4.0,SKQDKFOTIPJUSV-UHFFFAOYSA-N
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,=,0.12,RUJBDQSFYCKFAA-UHFFFAOYSA-N
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,=,5.1,UISARWKNNNHPGI-UHFFFAOYSA-N
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](C(C)=O)CC2,=,6.1,UZYVHGGUESXZMN-CQSZACIVSA-N
C#C[C@@]1(O)CCC2[C@@H]3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21CC,=,1.5,WWYNJERNGUHSAO-GTVOAPJKSA-N
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3[nH+]c2-1,=,1.8,UCFGDBYHRUNTLO-UHFFFAOYSA-O
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)C3C[C@@H]12,=,0.9,WKZUQOQLOHMCQC-AQLRPVJISA-N
N=C(N)N1CCCC(CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1,=,0.36,BYDKEYCXCIVOOV-UGNFMNBCSA-N
C[NH+]1CCN2c3[nH+]cccc3Cc3ccccc3[C@@H]2C1,=,4.2,RONZAEMNMFQXRA-INIZCTEOSA-P
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,=,0.98,GJSLOMWRLALDCT-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,=,1.9,ULFRLSNUDGIQQP-UHFFFAOYSA-N
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,=,140.0,GDLIGKIOYRNHDA-UHFFFAOYSA-N
CN(C)[C@@H]1C(=O)/C(=C(/O)NCN2CCCC2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,=,0.54,YHDPWEWZPGTMMU-DLPVWNROSA-N
Cn1nnc2c(C(N)=O)ncn2c1=O,=,0.5,BPEGJWRSRHCHSN-UHFFFAOYSA-N
[2H]C([2H])([2H])C([2H])([2H])Cc1cc(=O)[nH]c(=S)[nH]1,=,0.34,KNAHARQHSZJURB-ZBJDZAJPSA-N
O=C([O-])O,=,0.62,BVKZGUZCCUSVTD-UHFFFAOYSA-M
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,=,0.16,OHKOGUYZJXTSFX-IRHHVTTKSA-N
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,=,6.6,XHOJAWVAWFHGHL-UHFFFAOYSA-N
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,=,0.07,XIURVHNZVLADCM-UHFFFAOYSA-M
Clc1ccc2nsnc2c1NC1=NCCN1,=,2.4,XFYDIVBRZNQMJC-UHFFFAOYSA-N
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,=,1.1,DBEPLOCGEIEOCV-WSBQPABSSA-N
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,=,1.8,FELGMEQIXOGIFQ-UHFFFAOYSA-N
Cn1cc[nH]c1=S,=,0.86,PMRYVIKBURPHAH-UHFFFAOYSA-N
[2H]c1c([2H])c([2H])c2c(=O)n(C3CCCN(C)CC3)nc(Cc3ccc(Cl)cc3)c2c1[2H],=,15.0,MBUVEWMHONZEQD-USSMZTJJSA-N
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,=,0.12,ADFOJJHRTBFFOF-RBRWEJTLSA-N
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,=,3.0,CBPNZQVSJQDFBE-FUXHJELOSA-N
CC[N+](C)(C)c1cccc(O)c1,=,1.1,VWLHWLSRQJQWRG-UHFFFAOYSA-O
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,=,0.11,YFAGHNZHGGCZAX-UHFFFAOYSA-N
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,=,1.3,JTEGQNOMFQHVDC-NKWVEPMBSA-N
Cc1cc(C(=O)NS(=O)(=O)c2ccc(N)cc2)no1,=,0.3,VDGAVQMXNATRGM-UHFFFAOYSA-N
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,=,4.9,JXZZEXZZKAWDSP-UHFFFAOYSA-N
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,=,1.3,OWYLAEYXIQKAOL-UHFFFAOYSA-N
Cn1c(=O)c2c(ncn2C)n(C)c1=O,=,0.63,RYYVLZVUVIJVGH-UHFFFAOYSA-N
CC(C)n1c(C=CC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,=,0.42,FJLGEFLZQAZZCD-UHFFFAOYSA-M
O=P1(N(CCCl)CCCl)NCCCO1,=,0.73,CMSMOCZEIVJLDB-UHFFFAOYSA-N
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,=,0.8,OFBIFZUFASYYRE-UHFFFAOYSA-N
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N(C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CCCNC(N)=O)[C@H](C)C(=O)N(C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](N)Cc1cccnc1)C(=O)[C@H](N)Cc1ccc(Cl)cc1,=,0.39,YLUGRSUNOJJSHV-DBPJNJIWSA-N
C=C1N=C(CN2CCO[C@@H](O[C@@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@H]2c2ccc(F)cc2)NN1,=,0.94,VSEBZPDGARNVML-QYDGOFIISA-N
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,=,0.26,JCKYGMPEJWAADB-UHFFFAOYSA-N
C#C[C@]1(O)CCC2[C@@H]3CCc4cc(O)ccc4C3CC[C@@]21C,=,4.3,BFPYWIDHMRZLRN-RUDWHLCBSA-N
[2H]C1([2H])N(C(=O)C[C@@H](N)Cc2cc(F)c(F)cc2F)Cc2nnc(C(F)(F)F)n2C1([2H])[2H],=,2.8,MFFMDFFZMYYVKS-MZAYRJRESA-N
CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,=,0.3,TWHSQQYCDVSBRK-UHFFFAOYSA-N
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,=,0.27,JRURYQJSLYLRLN-BJMVGYQFSA-N
CC(C)(ON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,=,0.31,ORFOPKXBNMVMKC-RDTXWAMCSA-N
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,=,1.5,TZRHLKRLEZJVIJ-UHFFFAOYSA-N
O=C(O)CCNC(=O)c1ccccc1,=,0.28,CWXYHOHYCJXYFQ-UHFFFAOYSA-N
CNCCC=C1c2ccccc2CCc2ccccc21,=,22.0,PHVGLTMQBUFIQQ-UHFFFAOYSA-N
CC(=O)O[C@H]1CC2CCC3C(CC[C@@]4(C)C3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,=,0.35,OWWLUIWOFHMHOQ-KVGXDKSVSA-N
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,=,3.3,MXFWWQICDIZSOA-UHFFFAOYSA-N
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,=,12.0,IFKLAQQSCNILHL-QHAWAJNXSA-N
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,=,6.9,JTJMJGYZQZDUJJ-UHFFFAOYSA-N
CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O,=,0.91,WEXRUCMBJFQVBZ-UHFFFAOYSA-M
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O,=,2.2,HBUBKKRHXORPQB-VKJDSPIKSA-N
CCOC(=O)C(=O)c1ccc(C(C)(C)C)cc1,=,0.25,VQDPLASXAHWKJX-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SCCOC(N)=O)S[C@H]12,=,0.3,LVCPLOQIOKEULU-GLDDHUGJSA-M
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,=,1.6,FJIKWRGCXUCUIG-UHFFFAOYSA-N
CN1C(=O)C(O)C[C@H]1c1cccnc1,=,0.85,XOKCJXZZNAUIQN-IENPIDJESA-N
CCCC(C)CC1(CC)C(=O)N=C([S-])NC1=O,=,1.2,KXJINQNQZLEEJC-UHFFFAOYSA-M
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,=,2.3,XADCESSVHJOZHK-UHFFFAOYSA-N
CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C,=,11.0,UBJAHGAUPNGZFF-XOVTVWCYSA-N
COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1cccc(C)c1[N+](=O)[O-],=,0.79,FVZVWQIZIMBLIE-UHFFFAOYSA-N
CC1=NS(=O)(O)=c2cc(Cl)ccc2=N1,=,0.21,JEPPHNFUVBTYKM-UHFFFAOYSA-N
COc1cc(C[C@H]2c3c(cc(OC)c(OC)c3OC)CC[N@+]2(C)CCCOC(=O)CCC(=O)OCCC[N@+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,=,0.22,GBLRQXKSCRCLBZ-IYQFLEDGSA-N
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,=,5.3,IKBKZGMPCYNSLU-RGVLZGJSSA-N
COc1cc2c(cc1O)CCN[C@]21CCS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,=,25.0,AXYPHJWOKPNXAX-IZQXKXCFSA-N
CN[C@@H](C)Cc1ccccc1,=,4.3,MYWUZJCMWCOHBA-VIFPVBQESA-N
C=C[C@H]1C[NH+]2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,=,2.9,LOUPRKONTZGTKE-SMHQJORMSA-O
CN/C(=N\C#N)NCC[S](C)c1[nH]cnc1C,=,1.2,PARMIMWCFHSUGD-UHFFFAOYSA-N
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,=,0.43,WKSAUQYGYAYLPV-UHFFFAOYSA-N
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,=,0.11,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,=,6.3,IIDJRNMFWXDHID-UHFFFAOYSA-N
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,=,33.0,MQTOSJVFKKJCRP-BICOPXKESA-N
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,=,1.4,APUDBKTWDCXQJA-UHFFFAOYSA-N
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,=,0.85,VMIYHDSEFNYJSL-UHFFFAOYSA-N
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,=,0.54,DDBREPKUVSBGFI-UHFFFAOYSA-N
CNS(=O)(=O)CCc1ccc2[nH]ccc2c1,=,2.4,PPXMUBLAPJLGNE-UHFFFAOYSA-N
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,=,3.6,QWAXKHKRTORLEM-UGJKXSETSA-N
C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,=,1.6,KSEYRUGYKHXGFW-UHFFFAOYSA-N
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,=,0.46,SIGSPDASOTUPFS-XUDSTZEESA-N
O=C(O)P(=O)(O)O,=,0.5,ZJAOAACCNHFJAH-UHFFFAOYSA-N
CCN1C[C@@H]2CN(C)C[C@H](C1)C2OC(=O)c1ccc(Cl)cc1,=,9.0,PMCPYLGCPSNSLS-MZBDJJRSSA-N
Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,=,0.42,KSCFJBIXMNOVSH-LURJTMIESA-N
N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,=,0.29,FPKOGTAFKSLZLD-FQEVSTJZSA-N
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,=,1.8,BYPFEZZEUUWMEJ-UHFFFAOYSA-N
CCC1=CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,12.0,FFRFGVHNKJYNOV-YQQWXOIBSA-N
NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,=,12.0,IQCIQDNWBGEGRL-UHFFFAOYSA-N
