MoKa.LogD7.4,"fraction unbound 
in plasma (fu)",moka_ionState7.4,std_smiles,std_relation,human VDss (L/kg),inchi_key
2.4,0.51,cationic,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,=,3.5,UWKQSNNFCGGAFS-XIFFEERXSA-N
-0.34,,zwitterionic,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21,=,2.04,ZEKZLJVOYLTDKK-VIFPVBQESA-N
-8.1,,anionic,N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,=,0.21,AVDUGNCTZRCAHH-MDASVERJSA-N
,0.05,,COCCO[C@H]1[C@@H](O)[C@H](COP(=O)([O-])S[C@H]2[C@H](COP(=O)([O-])S[C@H]3[C@H](COP(=O)([O-])S[C@H]4[C@H](COP(=O)([O-])S[C@H]5[C@@H](OCCOC)[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5COP(=O)([O-])S[C@H]5C[C@H](n6cnc7c(N)ncnc76)O[C@@H]5COP(=O)([O-])S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)([O-])S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(=O)[nH]c6=O)O[C@@H]5COP(=O)([O-])S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)([O-])S[C@H]5[C@@H](OCCOC)[C@H](n6cc(C)c(N)nc6=O)O[C@@H]5COP(=O)([O-])S[C@H]5[C@@H](OCCOC)[C@H](n6cnc7c(=O)[nH]c(N)nc76)O[C@@H]5CO)O[C@H](n5cc(C)c(N)nc5=O)[C@H]4OCCOC)O[C@H](n4cnc5c(N)ncnc54)[C@H]3OCCOC)O[C@H](n3cc(C)c(N)nc3=O)[C@H]2OCCOC)O[C@@H]1n1cc(C)c(N)nc1=O,=,0.1,TZRFSLHOCZEXCC-HIVFKXHNSA-A
-1.7,0.81,neutral,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],=,0.56,ORYDPOVDJJZGHQ-UHFFFAOYSA-N
-2.2,0.99,neutral,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,=,0.22,DGAIEPBNLOQYER-UHFFFAOYSA-N
3.5,0.07,cationic,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,=,18.0,RGCVKNLCSQQDEP-UHFFFAOYSA-N
-9.0,0.4,cationic,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O,=,0.41,NRKVKVQDUCJPIZ-MKAGXXMWSA-N
1.8,0.14,cationic,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,=,1.5,WNMJYKCGWZFFKR-UHFFFAOYSA-N
-3.2,0.72,anionic,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,=,0.2,NNULBSISHYWZJU-LLKWHZGFSA-N
0.85,0.029,cationic,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,=,1.6,XCPGHVQEEXUHNC-UHFFFAOYSA-N
-4.5,,anionic,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,=,0.49,RRYMAQUWDLIUPV-BXKDBHETSA-N
0.33,0.0011,anionic,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,=,0.11,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
-1.9,0.8,neutral,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,=,4.9,IXOXBSCIXZEQEQ-UHTZMRCNSA-N
-3.2,0.31,anionic,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,=,0.2,HJJDBAOLQAWBMH-YIAKCIKCSA-N
-3.1,0.6,anionic,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,=,0.19,GPRBEKHLDVQUJE-QSWIMTSFSA-N
0.94,0.5,neutral,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,=,1.5,IEDVJHCEMCRBQM-UHFFFAOYSA-N
-2.4,0.14,cationic,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,=,0.39,SBNPWPIBESPSIF-MHWMIDJBSA-N
4.5,,cationic,CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,12.0,FFRFGVHNKJYNOV-ZCIMLLHDSA-N
-1.4,,cationic,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,=,57.0,ZHAKYGFJVGCOAE-UHFFFAOYSA-N
0.71,,cationic,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.6,AMEROGPZOLAFBN-UHFFFAOYSA-N
-0.16,0.17,anionic,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@H]21,=,0.25,VXFJYXUZANRPDJ-OSTWSGHESA-N
1.4,0.006,neutral,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,=,2.95,VMDWTZZCNDEKIO-CBNJBKGYSA-N
-3.2,0.25,cationic,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,=,12.0,KKZJGLLVHKMTCM-UHFFFAOYSA-N
1.6,,neutral,CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,=,1.32,VFUXSYAXEKYYMB-UHFFFAOYSA-N
2.5,0.02,cationic,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,=,2.6,HXGBXQDTNZMWGS-RUZDIDTESA-N
-0.48,0.8,neutral,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,=,0.59,HJLSLZFTEKNLFI-UHFFFAOYSA-N
1.1,0.32,neutral,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,=,1.3,NQDJXKOVJZTUJA-UHFFFAOYSA-N
0.078,0.64,neutral,Cn1c(=O)c2c(ncn2C)n(C)c1=O,=,0.63,RYYVLZVUVIJVGH-UHFFFAOYSA-N
-0.27,,cationic,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,=,1.6,ANZXOIAKUNOVQU-UHFFFAOYSA-N
-2.9,0.22,anionic,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,=,0.07,XIURVHNZVLADCM-IUODEOHRSA-N
-3.4,0.78,anionic,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,=,1.2,OFVLGDICTFRJMM-WESIUVDSSA-N
2.4,0.21,cationic,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,=,,FJZZPCZKBUKGGU-AUSIDOKSSA-N
-6.0,,cationic,CC[C@]1(C)NC(=O)[C@H](Cc2cccs2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCCSC[C@@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,=,0.31,QWIZXUKSCAJBBY-NDJSDKDCSA-N
2.1,,neutral,CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,=,11.3,XXVLKDRPHSFIIB-UHFFFAOYSA-N
-0.63,0.7,zwitterionic,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,=,2.1,MYSWGUAQZAJSOK-UHFFFAOYSA-N
3.5,0.025,neutral,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,=,1.5,WWYNJERNGUHSAO-XUDSTZEESA-N
-0.86,0.85,cationic,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,=,3.6,XPSQPHWEGNHMSK-SECBINFHSA-N
1.5,0.06,cationic,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,=,18.0,AHOUBRCZNHFOSL-YOEHRIQHSA-N
-0.75,1.0,cationic,CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,=,0.94,BGRJTUBHPOOWDU-LLVKDONJSA-N
4.1,0.02,neutral,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,=,2.08,DDNCQMVWWZOMLN-IRLDBZIGSA-N
1.7,0.36,neutral,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,=,1.3,UREBDLICKHMUKA-DVTGEIKXSA-N
3.2,0.061,cationic,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,=,4.7,IHEHEFLXQFOQJO-UHFFFAOYSA-N
0.36,,anionic,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,=,0.11,OWBFCJROIKNMGD-BQYQJAHWSA-N
-0.29,0.13,neutral,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,=,1.3,RZJQGNCSTQAWON-UHFFFAOYSA-N
-9.0,,anionic,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N2,=,0.38,CQXYENUJCPYPTI-LZUXSVOASA-N
0.63,0.0011,cationic,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,=,0.3,TWHSQQYCDVSBRK-UHFFFAOYSA-N
0.58,0.02,anionic,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,=,0.77,HPNSFSBZBAHARI-RUDMXATFSA-N
3.4,,neutral,O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,=,4.1,ODIUNTQOXRXOIV-UHFFFAOYSA-N
2.1,0.17,cationic,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,=,12.0,IFKLAQQSCNILHL-QHAWAJNXSA-N
1.6,0.25,cationic,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,=,0.3,BGSZAXLLHYERSY-XQIGCQGXSA-N
2.3,0.04,neutral,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,=,0.59,ADIMAYPTOBDMTL-UHFFFAOYSA-N
-0.64,0.8,cationic,C[C@H](N)Cc1ccccc1,=,6.1,KWTSXDURSIMDCE-QMMMGPOBSA-N
-3.8,0.17,anionic,CC(=O)N[C@@H](CS)C(=O)O,=,0.55,PWKSKIMOESPYIA-BYPYZUCNSA-N
-1.4,0.97,neutral,O=c1[nH]cnc2[nH]ncc12,=,0.58,OFCNXPDARWKPPY-UHFFFAOYSA-N
1.7,0.52,neutral,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,=,0.1,YXSLJKQTIDHPOT-UHFFFAOYSA-N
0.99,0.8,cationic,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,=,2.8,TVYLLZQTGLZFBW-ZBFHGGJFSA-N
-5.1,0.042,anionic,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,=,0.15,GHJWNRRCRIGGIO-UHFFFAOYSA-N
0.56,0.05,cationic,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,=,3.0,SECKRCOLJRRGGV-UHFFFAOYSA-N
2.3,0.05,cationic,CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,=,13.75,UEQUQVLFIPOEMF-GOSISDBHSA-N
3.5,0.05,neutral,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,=,1.6,AQCHWTWZEMGIFD-UHFFFAOYSA-N
-2.1,0.67,anionic,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,=,0.29,IOOWNWLVCOUUEX-WPRPVWTQSA-N
2.3,0.086,cationic,CN(C)C/C=C(\c1ccc(Br)cc1)c1cccnc1,=,6.8,OYPPVKRFBIWMSX-CXUHLZMHSA-N
2.3,,cationic,COc1cccc2c(C(=O)N3CCN(C)C(C)C3)cn(CC3CCCCC3)c12,=,1.0,ONXJNAIZJKLJGA-UHFFFAOYSA-N
1.5,0.42,neutral,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,=,2.2,BCEHBSKCWLPMDN-MGPLVRAMSA-N
-6.8,0.96,anionic,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,=,0.42,SUPKOOSCJHTBAH-UHFFFAOYSA-N
2.0,0.3,cationic,Cc1cccc(C)c1NC(=O)C1CCCCN1C,=,0.95,INWLQCZOYSRPNW-UHFFFAOYSA-N
9.0,,neutral,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,=,0.32,MBWXNTAXLNYFJB-NKFFZRIASA-N
2.7,0.06,neutral,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,=,1.6,CUHVIMMYOGQXCV-NSHDSACASA-N
-1.0,,anionic,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,=,0.63,UFCLZKMFXSILNL-PSEXTPKNSA-N
-2.0,0.98,anionic,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,=,0.17,UXIGWFXRQKWHHA-UHFFFAOYSA-N
0.62,,anionic,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,=,0.27,RMTYNAPTNBJHQI-LLDVTBCESA-N
-7.1,0.8,anionic,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])O)n1,=,0.53,ZCCUWMICIWSJIX-NQJJCJBVSA-N
-2.6,0.39,anionic,Nc1ccc(O)c(C(=O)O)c1,=,0.33,KBOPZPXVLCULAV-UHFFFAOYSA-N
1.4,0.06,neutral,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,=,0.8,NCNRHFGMJRPRSK-MDZDMXLPSA-N
-2.4,0.32,anionic,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,=,0.13,FLSLEGPOVLMJMN-YSSFQJQWSA-N
0.27,0.87,cationic,Cc1cccc(C)c1NC(=O)C(C)N,=,1.8,BUJAGSGYPOAWEI-UHFFFAOYSA-N
-7.6,0.85,anionic,O=C(O)P(=O)(O)O,=,0.5,ZJAOAACCNHFJAH-UHFFFAOYSA-N
2.4,0.6,cationic,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,=,12.0,ALOBUEHUHMBRLE-UHFFFAOYSA-N
2.1,0.3,neutral,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,=,0.4,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
0.41,0.03,zwitterionic,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)C=CC=CC=CC=CC=CC=CC=C[C@H](C)[C@@H](O)[C@H]1C)O2,=,0.62,APKFDSVGJQXUKY-UYNBOLSMSA-N
-1.4,0.62,cationic,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,=,1.3,ZBMZVLHSJCTVON-UHFFFAOYSA-N
-1.5,0.076,cationic,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,=,38.0,XDXDZDZNSLXDNA-TZNDIEGXSA-N
1.5,0.23,cationic,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,=,2.17,BWDQBBCUWLSASG-MDZDMXLPSA-N
-0.53,0.8,anionic,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,=,0.46,CZTQZXZIADLWOZ-CRAIPNDOSA-N
2.2,0.008,neutral,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,=,0.98,WUWDLXZGHZSWQZ-WQLSENKSSA-N
-4.1,0.54,cationic,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,=,0.38,GFIJNRVAKGFPGQ-LIJARHBVSA-N
2.7,0.086,neutral,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,=,0.45,IDBPHNDTYPBSNI-UHFFFAOYSA-N
0.023,0.033,anionic,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.11,YFAGHNZHGGCZAX-JKIFEVAISA-N
1.2,0.5,cationic,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,=,4.6,NETZHAKZCGBWSS-CEDHKZHLSA-N
4.8,0.002,anionic,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,=,0.15,UCHDWCPVSPXUMX-TZIWLTJVSA-N
2.9,0.25,neutral,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,=,15.0,FIHJKUPKCHIPAT-AHIGJZGOSA-N
4.9,0.02,neutral,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,=,0.13,BLMPQMFVWMYDKT-NZTKNTHTSA-N
-7.7,,cationic,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@H]1N(C)C(=O)CN,=,0.23,BIDUPMYXGFNAEJ-VWERTXCISA-N
2.4,,cationic,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,=,1.01,GWLFIMOOGVXSMZ-UHFFFAOYSA-N
1.2,0.06,cationic,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,=,25.0,PKVRCIRHQMSYJX-AIFWHQITSA-N
0.72,,neutral,Cc1cn[nH]c1,=,0.35,RIKMMFOAQPJVMX-UHFFFAOYSA-N
0.032,,neutral,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,=,2.2,DMDGGSIALPNSEE-UHFFFAOYSA-N
0.97,0.25,neutral,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,=,0.83,MQJKPEGWNLWLTK-UHFFFAOYSA-N
2.3,0.12,cationic,COc1ccc(CCN(C)CCCN2Cc3cc(OC)c(OC)cc3C2=O)cc1OC,=,2.4,UUMGNNQOCVDZDG-UHFFFAOYSA-N
1.5,0.6,neutral,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,=,1.24,UJLAWZDWDVHWOW-YPMHNXCESA-N
-9.0,,cationic,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,=,0.24,BENFXAYNYRLAIU-QSVFAHTRSA-N
-4.6,,anionic,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,=,0.27,JUVHVMCKLDZLGN-MABBVCLJSA-O
3.1,0.05,neutral,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,=,1.36,PRMWGUBFXWROHD-UHFFFAOYSA-N
-2.3,1.0,neutral,Nc1[nH]c(=O)ncc1F,=,0.68,XRECTZIEBJDKEO-UHFFFAOYSA-N
-4.6,0.35,anionic,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)S[C@H]12,=,0.3,LVCPLOQIOKEULU-GLDDHUGJSA-N
-0.87,0.79,zwitterionic,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,=,0.68,XAGMUUZPGZWTRP-ZETCQYMHSA-N
-9.0,0.81,zwitterionic,Cn1c(=N)c(NC(=O)NCCN)cn1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3nsc(N)n3)[C@H]2SC1,=,0.17,NBGIMROYIXKDMO-JGLUGXPQSA-N
2.4,,cationic,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,=,16.5,UVKZSORBKUEBAZ-UHFFFAOYSA-N
-0.44,0.96,neutral,Cc1ncc([N+](=O)[O-])n1CCO,=,0.4,VAOCPAMSLUNLGC-UHFFFAOYSA-N
1.1,0.49,neutral,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,=,0.54,DDBREPKUVSBGFI-UHFFFAOYSA-N
1.7,0.19,cationic,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,=,1.7,SSEBTPPFLLCUMN-UHFFFAOYSA-N
4.5,,cationic,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,=,6.4,LGGHDPFKSSRQNS-UHFFFAOYSA-N
-0.72,1.0,neutral,CS(=O)(=O)OCCCCOS(C)(=O)=O,=,0.55,COVZYZSDYWQREU-UHFFFAOYSA-N
1.1,0.25,zwitterionic,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,=,1.0,NJDRXTDGYFKORP-LLVKDONJSA-N
