std_smiles,std_relation,human_VDss_L/kg,inchi_key
CC1(C)C(/C=C\C=C\C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3c(ccc4ccccc34)C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2c1ccc1ccccc21,=,0.035,RPDQAYSTXVUGTK-UHFFFAOYSA-M
CC1(C)C(/C=C\C=C\C=C\C=C2/N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,=,0.035,BDBMLMBYCXNVMC-UHFFFAOYSA-N
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,=,0.32,FKENQMMABCRJMK-UHFFFAOYSA-N
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(COC(=O)/C=C/c4cc(O)ccc4NC(=O)/C=C/C(=O)O)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,1.45,NZCHLXQRTYIWRL-QZDAZFERSA-N
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,=,0.15,DHSUYTOATWAVLW-WFVMDLQDSA-N
CC1(C)O[C@@H]2CC3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)C2(C(=O)CO)O1,=,1.4,YNDXUCZADRHECN-ISLBBTSASA-N
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,=,0.8,KJADKKWYZYXHBB-XBWDGYHZSA-N
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,=,1.4,YNDXUCZADRHECN-JNQJZLCISA-N
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,=,1.08,XSFJVAJPIHIPKU-LKPCOXDASA-N
CC1(C)SC2C(N(NC(=O)N3CCNC3=O)C(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,=,0.26,LNPZUSALIRFFGM-UHFFFAOYSA-N
CC1(C)SC2[C@@H](NC(=O)[C@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.16,XMQVYNAURODYCQ-ORKOQCBKSA-N
CC1(C)S[C@@H]2C(NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.24,JGSARLDLIJGVTE-VBVNFKHJSA-N
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,=,0.37,BWWVAEOLVKTZFQ-ISVUSNJMSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.17,FPPNZSSZRUTDAP-UWFZAAFLSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,=,0.16,OHKOGUYZJXTSFX-IRHHVTTKSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.41,BPLBGHOLXOTWMN-MBNYWOFBSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.24,JGSARLDLIJGVTE-MBNYWOFBSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],=,0.09,YPBATNHYBCGSSN-ZOMKSWQUSA-M
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,=,0.15,JETQIUPBHQNHNZ-NJBDSQKTSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,=,0.16,OHKOGUYZJXTSFX-KZFFXBSXSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,=,0.25,LSQZJLSUYDQPKJ-NJBDSQKTSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.22,AVKUERGKIZMTKX-NJBDSQKTSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(/N=C/c4ccco4)C3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,=,0.2,YSUBQYRZZFVMTL-YNDGFOBUSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.09,YPBATNHYBCGSSN-VWPFQQQWSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,=,0.26,JTWOMNBEOCYFNV-NFFDBFGFSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)NC(=N)N)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,=,0.24,GIPLLNWRTXVAHM-ZHSDAYTOSA-N
CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,=,0.22,AVKUERGKIZMTKX-DYNIEEOBSA-N
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@@]21C,=,0.06,LPLVUJXQOOQHMX-VKYAFFHWSA-N
CC1(C)[C@H]2CC[C@@]3(C)C(C(=O)C=C4[C@H]5C[C@](C)(C(=O)O)CC[C@@]5(C)CC[C@@]43C)[C@]2(C)CC[C@H]1O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,=,0.09,LPLVUJXQOOQHMX-QERXGKJQSA-N
CC12Cc3cn[nH]c3C(O)C1CCC1C2CCC2(C)C1CC(O)C2(C)O,=,0.3,BRYNGAICAJXOCY-UHFFFAOYSA-N
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,=,0.21,RDLPVSKMFDYCOR-UEKVPHQBSA-N
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,=,0.23,BOEGTKLJZSQCCD-UEKVPHQBSA-N
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,=,0.21,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@H](N)c3ccccc3)C2SC1,=,0.21,ZAIPMKNFIOOWCQ-SPJRPDJQSA-N
CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,=,0.32,MBWXNTAXLNYFJB-NKFFZRIASA-N
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,=,3.1,NICJCIQSJJKZAH-AWEZNQCLSA-N
CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O,=,0.43,OMDMTHRBGUBUCO-BDAKNGLRSA-N
CC1=NN(c2ccccc2)C(=O)C1,=,0.23,QELUYTUMUWHWMC-UHFFFAOYSA-N
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,=,0.21,GDLBFKVLRPITMI-UHFFFAOYSA-N
CC1=NS(=O)(O)=c2cc(Cl)ccc2=N1,=,0.21,JEPPHNFUVBTYKM-UHFFFAOYSA-N
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,=,1.4,APUDBKTWDCXQJA-UHFFFAOYSA-N
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,=,14.0,DKMFBWQBDIGMHM-UHFFFAOYSA-N
CC1CN([C@H]2C=C[C@@H](CO)O2)C(=O)NC1=O,=,0.67,ONAKHYDTKMSIOT-ZHFSPANRSA-N
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,=,3.9,DZZWHBIBMUVIIW-IENPIDJESA-N
CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,=,0.17,KXNPVXPOPUZYGB-IOVMHBDKSA-N
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,=,1.6,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
CC1SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C(C(=O)O)=C1Sc1c[nH]nn1,=,0.22,XWQZHNDELUYAKJ-UHFFFAOYSA-N
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCC(=O)O)C[C@H]2C[C@H]1O,=,0.08,ARUGKOZUKWAXDS-SEWALLKFSA-N
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C\COCC(=O)O)C[C@H]2C[C@H]1O,=,0.08,ARUGKOZUKWAXDS-WPWWXZMJSA-N
CCC#CC[C@H](C)[C@H](O)C#C[C@H]1[C@H]2CC(=CCOCCCC(=O)O)C[C@H]2C[C@H]1O,=,2.4,MAUUNYHAXGTMMQ-CMMFHVHCSA-N
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,=,4.4,USSIQXCVUWKGNF-UHFFFAOYSA-N
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,=,0.48,ALFGKMXHOUSVAD-UHFFFAOYSA-N
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,=,0.4,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,=,9.4,GGCSSNBKKAUURC-UHFFFAOYSA-N
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,=,0.45,IDBPHNDTYPBSNI-UHFFFAOYSA-N
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,=,0.89,PJMPHNIQZUBGLI-UHFFFAOYSA-N
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,=,1.05,YLXDSYKOBKBWJQ-LBPRGKRZSA-N
CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,=,0.33,PTOIAAWZLUQTIO-GXFFZTMASA-N
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,=,1.5,TZRHLKRLEZJVIJ-UHFFFAOYSA-N
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,=,12.0,XLMALTXPSGQGBX-UHFFFAOYSA-N
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,=,0.29,KUVIULQEHSCUHY-XYWKZLDCSA-N
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]21C,=,0.29,KUVIULQEHSCUHY-AFPZPSHSSA-N
CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,=,0.3,UFAHZIUFPNSHSL-MRVPVSSYSA-N
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,=,12.0,XLMALTXPSGQGBX-GCJKJVERSA-N
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,=,3.6,WMWTYOKRWGGJOA-ZHLGSTKJSA-N
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,=,3.6,WMWTYOKRWGGJOA-CENSZEJFSA-N
CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,=,1.2,VDKMYSMWQCFYBQ-UHFFFAOYSA-N
CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)NC(=O)CC(C)(C)SSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,=,6.3,ZXHAQJSRGRIXJY-UHFFFAOYSA-N
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,=,0.13,JYIKNQVWKBUSNH-UHFFFAOYSA-N
CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,=,0.13,JYIKNQVWKBUSNH-IOWAMHHWSA-N
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,=,7.4,VHVPQPYKVGDNFY-UHFFFAOYSA-N
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,=,7.4,VHVPQPYKVGDNFY-AVQIMAJZSA-N
CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,=,7.1,FPTOUQZVCUIPHY-UHFFFAOYSA-N
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,=,0.37,NENPYTRHICXVCS-YNEHKIRRSA-N
CCC(CO)NCCNC(CC)CO,=,1.7,AEUTYOVWOVBAKS-UHFFFAOYSA-N
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,=,2.28,LPAUOXUZGSBGDU-STDDISTJSA-N
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3[nH+]c2-1,=,1.8,UCFGDBYHRUNTLO-UHFFFAOYSA-O
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,=,2.2,FUXVKZWTXQUGMW-UHFFFAOYSA-N
CCC1(c2cccc(O)c2)CCCCN(C)C1,=,3.3,JLICHNCFTLFZJN-UHFFFAOYSA-N
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,=,0.54,DDBREPKUVSBGFI-UHFFFAOYSA-N
CCC1(c2cnc[nH]2)Cc2ccccc2C1,=,2.7,HSWPZIDYAHLZDD-UHFFFAOYSA-N
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,=,0.19,WIGIZIANZCJQQY-RUCARUNLSA-N
CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,=,23.0,GBABOYUKABKIAF-BXZSYHTRSA-N
CCC1=CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,12.0,FFRFGVHNKJYNOV-YQQWXOIBSA-N
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,=,23.0,GBABOYUKABKIAF-IELIFDKJSA-N
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,12.0,FFRFGVHNKJYNOV-ZCIMLLHDSA-N
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,=,0.12,RUJBDQSFYCKFAA-UHFFFAOYSA-N
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,=,0.72,RHLJLALHBZGAFM-UHFFFAOYSA-N
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,=,1.7,GOEMGAFJFRBGGG-UHFFFAOYSA-N
CCCC(=O)OCN1C(C)=C(C(=O)[O-])C(c2cccc(Cl)c2Cl)C(C(=O)OC)=C1C,=,0.58,ISHSFMOTCOCUCQ-UHFFFAOYSA-M
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,=,0.58,KPBZROQVTHLCDU-UHFFFAOYSA-N
CCCC(C)(COC(N)=O)COC(N)=O,=,0.7,NPPQSCRMBWNHMW-UHFFFAOYSA-N
CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O,=,0.91,WEXRUCMBJFQVBZ-UHFFFAOYSA-M
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,=,0.91,WEXRUCMBJFQVBZ-UHFFFAOYSA-N
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,=,1.2,IUJDSEJGGMCXSG-UHFFFAOYSA-N
CCCC(C)CC1(CC)C(=O)N=C([S-])NC1=O,=,1.2,KXJINQNQZLEEJC-UHFFFAOYSA-M
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,=,0.12,MPHPHYZQRGLTBO-UHFFFAOYSA-N
CCCC1OC2(C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)C2C(=O)CO)O1,=,3.9,NTNHWEIEPRBHMJ-WYXCECBBSA-N
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,=,3.9,VOVIALXJUBGFJZ-KWVAZRHASA-N
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,=,0.22,ACWBQPMHZXGDFX-QFIPXVFZSA-N
CCCCC(C)(C)[C@@H](O)/C=C\[C@H]1[C@@H](O)C[C@H](Cl)[C@H]1C/C=C/CCCC(=O)O,=,0.16,AIOFTOLPMOTZKD-VYEDLBQJSA-N
CCCCC/C=C/CCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(c(Cl)c4)O3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)OC)NC2=O)OC(CO)C(O)C1O,=,1.5,LCTCUBQFWLTHNS-MDZDMXLPSA-N
CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@H](O)[C@@H]1O,=,0.92,YMWQIYMUNZBOOV-KNJKVHLSSA-N
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.94,YOSHYTLCDANDAN-UHFFFAOYSA-N
CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,=,0.048,BPSMYQFMCXXNPC-MFCPCZTFSA-N
CCCCCC1=NC=CC=CC=C1,=,3.4,GOVKUODTXBRZDJ-UHFFFAOYSA-N
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21,=,5.06,SSQJFGMEZBFMNV-PMACEKPBSA-N
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,=,,FJZZPCZKBUKGGU-AUSIDOKSSA-N
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,=,0.14,FLFGNMFWNBOBGE-FNNZEKJRSA-N
CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@H]1[C@H]([C@@H](O)CO)O[C@H](Nc2[nH]cnc3ncnc2-3)[C@H](O)[C@@H]1O,=,0.17,LQIPDFIUPOYMPR-BKYURJJWSA-N
CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@H]1[C@H]([C@@H](O)CO)O[C@H](Nc2ncnc3nc[nH]c23)[C@H](O)[C@@H]1O,=,0.17,LQIPDFIUPOYMPR-BKYURJJWSA-N
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)NC(CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,=,0.08800000000000001,DOAKLVKFURWEDJ-GAOVLAQQSA-N
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@]1(C)C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,=,0.08800000000000001,BTOZAHFFZDWCGE-GMEIZUCOSA-N
CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@H](O)[C@@H]1O,=,0.57,BJNLLBUOHPVGFT-GPYQDIMHSA-N
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](OC[C@H](O)[C@H](O)[C@@H]3O[C@](O)(C(=O)O)C[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCC,=,0.07,CNLVNZJJSHZYAS-UKSZIXRLSA-N
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,=,,YSDQQAXHVYUZIW-QCIJIYAXSA-N
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]([C@H](C=O)NC(C)=O)[C@H](O)[C@H](O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,=,5.8,ZVLWUMPAHCEZAW-KRNLDFAISA-N
CCCCCCCCCCCCCCC[C@@H](O)[C@H](C)N,=,30.7,YRYJJIXWWQLGGV-ZWKOTPCHSA-N
