Name,CAS #,SMILES,human VDss(L/kg),human fup,logD@pH7.4,Cationic fi@pH7.4,pKa1,pKa1 type,pKa2,pKa2 type,pKa3,pKa3 type,pKa4,pKa4 type,pKa ref,logD ref,VDss and fup ref.,Alpha_adrenergic,Beta_adrenergic,benzodiazepine,Beta_lactams_cephalosporines,Beta_lactams_penams_penems,Ca_blockers_dihydropyridines,fluoroquinolone_antibiotics,morphinans,NSAIDs,nucleotide,steroids,tri_tetracyclic_antidepressants
Domperidone,57808-66-9,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,3.4,0.082,3.17,0.760,7.9,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Doxycycline,564-25-0,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,0.69,0.12,-0.22,0.996,3.02,a,7.97,a,9.15,b,,,"Babic, Sandra; Horvat, Alka J. M.; Mutavdzic Pavlovic, Dragana; Kastelan-Macan, Marija. Determination of pKa values of active pharmaceutical ingredients. TrAC, Trends Anal. Chem. 2007, 26, 1043-1061. (ref. 3 in cited work).","Colaizzi, John L.; Klink, Paul R. pH-Partition Behavior of Tetracyclines. J. Pharm. Sci. 1969, 58, 1184-1189.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Enalaprilat,76420-72-9,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,0.38,0.62,-1,0.734,1.25,a,3.87,a,7.84,b,,,"Winiwarter, Susanne; Bonham, Nicholas M.; Ax, Fredrik; Hallberg, Anders; Lennernaes, Hans; Karlen, Anders. Correlation of Human Jejunal Permeability (in Vivo) of Drugs with Experimentally and Theoretically Derived Parameters. A Multivariate Data Analysis Approach. J. Med. Chem. 1988, 41, 4939-4949.","Winiwarter, Susanne; Bonham, Nicholas M.; Ax, Fredrik; Hallberg, Anders; Lennernaes, Hans; Karlen, Anders. Correlation of Human Jejunal Permeability (in Vivo) of Drugs with Experimentally and Theoretically Derived Parameters. A Multivariate Data Analysis Approach. J. Med. Chem. 1988, 41, 4939-4949.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Enoxacin,74011-58-8,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,2,0.8,-1,0.955,6.31,a,8.69,b,,,,,"Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Ergotamine,113-15-5,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,3.6,0.02,4.38,0.074,6.3,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Estradiol,50-28-2,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,1.2,0.016,3.9,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Ethinylestradiol,57-63-6,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,4.3,0.014,3.42,0.000,,,,,,,,,n/a,"Avdeef, Alex. Absorption and drug development: Solubility, permeability, and charge state, Second Edition. 2012, J. Wiley & Sons, Hoboken, NJ. Ch. 4. pp. 201-209.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Felodipine,72509-76-3,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,4.4,0.0036,4.52,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,1,0,0,0,0,0,0
Fenoprofen,29679-58-1,C([C@@H](c1cc(Oc2ccccc2)ccc1)C)(=O)O,0.1,0.02,1.74,0.000,5.7,a,,,,,,,"Pehourcq, F.; Matoga, M.; Jarry, C.; Bannwarth, B. Study of the lipophilicity of arylpropionic non-​steroidal anti-​inflammatory drugs. A comparison between LC retention data on a polymer-​based column and octanol-​water partition coefficients. J.Liq. Chrom. Rel. Technol. 2001, 24, 2177-2186. ","logD estimated from pKa and logP = 3.45. Pehourcq, F.; Matoga, M.; Jarry, C.; Bannwarth, B. Study of the lipophilicity of arylpropionic non-​steroidal anti-​inflammatory drugs. A comparison between LC retention data on a polymer-​based column and octanol-​water partition coefficients. J.Liq. Chrom. Rel. Technol. 2001, 24, 2177-2186. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Fentanyl,437-38-7,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3,0.89,0.16,2.39,0.915,8.43,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Flecainide,54143-55-4,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,6.1,0.52,0.49,0.988,9.3,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Fleroxacin,79660-72-3,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,1.6,0.73,-0.57,0.835,5.46,a,8.1,b,,,,,"Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Ross, Danna L.; Riley, Christopher M. Physicochemical properties of the fluoroquinolone antimicrobials. V. Effect of fluoroquinolone structure and pH on the complexation of various fluoroquinolones with magnesium and calcium ions. Int. J. Pharm. 1992, 83, 267-272.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Fluconazole,86386-73-4,c1c(cc(c(C(Cn2ncnc2)(O)Cn2cncn2)c1)F)F,0.75,0.89,0.66,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Flumazenil,78755-81-4,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,0.8,0.58,0.78,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,1,0,0,0,0,0,0,0,0,0
Fluocortolone,152-97-6,[C@H]12[C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]([C@@H]1[C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)O)C,0.68,0.04,2.1,0.000,,,,,,,,,n/a,"Avdeef, Alex. Absorption and drug development: Solubility, permeability, and charge state, Second Edition. 2012, J. Wiley & Sons, Hoboken, NJ. Ch. 4. pp. 201-209.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Fluvastatin,93957-54-1,CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,0.42,0.0079,1.4,0.000,4.31,a,,,,,,,"Winiwarter, Susanne; Bonham, Nicholas M.; Ax, Fredrik; Hallberg, Anders; Lennernaes, Hans; Karlen, Anders. Correlation of Human Jejunal Permeability (in Vivo) of Drugs with Experimentally and Theoretically Derived Parameters. A Multivariate Data Analysis Approach. J. Med. Chem. 1988, 41, 4939-4949.","Winiwarter, Susanne; Bonham, Nicholas M.; Ax, Fredrik; Hallberg, Anders; Lennernaes, Hans; Karlen, Anders. Correlation of Human Jejunal Permeability (in Vivo) of Drugs with Experimentally and Theoretically Derived Parameters. A Multivariate Data Analysis Approach. J. Med. Chem. 1988, 41, 4939-4949.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Folinic acid,58-05-9,NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1,0.25,0.087,-7.85,0.000,3.59,a,5.12,a,10.39,a,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of
Organic Compounds by Multiplexed Capillary
Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.","Benet, Leslie Z.; Broccatelli, Fabio; Oprea, Tudor I.  BDDCS Applied to Over 900 Drugs. AAPS Journal (2011), 13(4), 519-547.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Furosemide,54-31-9,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,0.12,0.012,-1.77,0.000,3.6,a,10.35,a,,,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.","Ferreira, Luisa A.; Chervenak, Andrew; Placko, Steve; Kestranek, Aimee; Madeira, Pedro P.; Zaslavsky, Boris Y. Effect of ionic composition on the partitioning of organic compounds in octanol-​buffer systems. RSC Advances 2015, 5, 20574-20582.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Gabapentin,60142-96-3,NCC1(CC(=O)O)CCCCC1,0.71,0.97,-1.12,0.999,3.65,a,10.63,b,,,,,"Sun, Na; Avdeef, Alex. Biorelevant pKa (37 ◦C) predicted from the 2D structure of the molecule and its
pKa at 25 ◦C.  J Pharm. Biomed. Anal 2011, 56, 173– 182.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Galanthamine,357-70-0,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,2.3,0.83,0.21,0.893,8.32,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Gatifloxacin,112811-59-3,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,1.7,0.8,-0.71,0.982,5.97,a,9.13,b,,,,,"Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Glipizide,29094-61-9,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.16,0.02,0.13,0.000,5.12,a,,,,,,,"Schoenherr, D.; Wollatz, U.; Haznar-Garbacz, D.; Hanke, U.; Box, K. J.; Taylor, R.; Ruiz, R.; Beato, S.; Becker, D.; Weitschies, W.  Characterisation of selected active agents regarding pKa values, solubility concentrations and pH profiles by SiriusT3. Eur. J.  Pharm.Biopharm. 2015, 92, 155-170.//Narasimham, Lakshmi; Barhate . Dnyandeo . Physico‐chemical characterization of some beta blockers and anti‐diabetic drugs ‐ potentiometric and spectrophotometric pKa determination in different co‐solvents. Eur. J. Chem. 2011, 2, 36‐46.","Austin, Rupert P.; Barton, Patrick; Cockroft, Scott L.; Wenlock, Mark C.; Riley, Robert J. The influence of nonspecific microsomal binding on apparent intrinsic clearance, and its prediction from physicochemical properties. Drug Metab. Disp. 2002, 30, 149","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Glyburide,10238-21-8,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.08,0.021,2.18,0.000,5.2,a,,,,,,,"Schoenherr, D.; Wollatz, U.; Haznar-Garbacz, D.; Hanke, U.; Box, K. J.; Taylor, R.; Ruiz, R.; Beato, S.; Becker, D.; Weitschies, W.  Characterisation of selected active agents regarding pKa values, solubility concentrations and pH profiles by SiriusT3. Eur. J.  Pharm.Biopharm. 2015, 92, 155-170.//Wenlock, Mark C.; Potter, Tim; Barton, Patrick; Austin, Rupert P. A method for measuring the lipophilicity of compounds in mixtures of 10. J. Biomol. Screen. 2011, 16, 3448-355. ","Wenlock, Mark C.; Potter, Tim; Barton, Patrick; Austin, Rupert P. A method for measuring the lipophilicity of compounds in mixtures of 10. J. Biomol. Screen. 2011, 16, 3448-355. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Haloperidol,52-86-8,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,17,0.08,2.46,0.947,8.65,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Hydrocortisone,50-23-7,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,0.38,0.2,1.49,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Ibuprofen,15687-27-1,CC(C)Cc1ccc(cc1)C(C)C(=O)O,0.15,0.006,1,0.000,4.32,a,,,,,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.//Meloun, Milan; Bordovská, Sylva; Galla, Lubomír. The thermodynamic dissociation constants of four non-steroidal anti-inflammatory drugs by the least-squares nonlinear regression of
multiwavelength spectrophotometric pH-titration data. J. Pharm. Biomed. Anal. 2007, 45, 552–564","Stein, Paul C.; di Cagno, Massimiliano;  Bauer-Brandl, Annette . A Novel Method for the Investigation of Liquid/Liquid Distribution Coefficients and Interface Permeabilities Applied to the Water-Octanol-Drug System. Pharm. Res. 2011, 28, 2140–2146.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Imipramine,50-49-7,CN(C)CCCN1c2ccccc2CCc3ccccc13,12,0.075,1.97,0.991,9.45,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,1
Indomethacin,53-86-1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,0.096,0.01,0.89,0.000,4.23,a,,,,,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606..//Barbato, F.; Caliendo, G.; La Rotonda, M. I.; Silipo, C.; Toraldo, G.; Vittoria, A. Distribution Coefficients by Curve Fitting: Application to Ionogenic Nonsteroidal Antiinflammatory
Drugs. QSAR, 1986, 5, 88-95.//Wenlock, Mark C.; Potter, Tim; Barton, Patrick; Austin, Rupert P. A method for measuring the lipophilicity of compounds in mixtures of 10. J. Biomol. Screen. 2011, 16, 3448-355. ","Barbato, F.; Caliendo, G.; La Rotonda, M. I.; Silipo, C.; Toraldo, G.; Vittoria, A. Distribution Coefficients by Curve Fitting: Application to Ionogenic Nonsteroidal Antiinflammatory
Drugs. QSAR, 1986, 5, 88-95.//Wenlock, Mark C.; Potter, Tim; Barton, Patrick; Austin, Rupert P. A method for measuring the lipophilicity of compounds in mixtures of 10. J. Biomol. Screen. 2011, 16, 3448-355. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Indoprofen,31842-01-0,N1(c2ccc(cc2)C(C(=O)O)C)C(=O)c2c(C1)cccc2,0.12,0.01,-0.76,0.000,4.25,a,,,,,,,"Barbato, Francesco; La Rotonda, Maria I.; Quaglia, Fabiana. Interactions of Nonsteroidal Antiinflammatory Drugs with Phospholipids: Comparison between Octanol​/Buffer Partition Coefficients and Chromatographic Indexes on Immobilized Artificial Membranes. J.  Pharm. Sci. 1997, 86, 225-229.//Pehourcq, F.; Matoga, M.; Jarry, C.; Bannwarth, B. Study of the lipophilicity of arylpropionic non-​steroidal anti-​inflammatory drugs. A comparison between LC retention data on a polymer-​based column and octanol-​water partition coefficients. J.Liq. Chrom. Rel. Technol. 2001, 24, 2177-2186. ","logD estimated from pKa and logP = 2.39, logD = -0.76. The logP value (2.77) reported by Barbato et al (1997) is cited  in this work but it was not average in our calculations. Pehourcq, F.; Matoga, M.; Jarry, C.; Bannwarth, B. Study of the lipophilicity of arylpropionic non-​steroidal anti-​inflammatory drugs. A comparison between LC retention data on a polymer-​based column and octanol-​water partition coefficients. J.Liq. Chrom. Rel. Technol. 2001, 24, 2177-2186. ","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
